# capture_start_utc=2026-08-29T17:33:14Z
[[DEBUG]] Starting [[SENSOR TASK]]
[SELFTEST] compensate: T=150 (exp 150)  P=69964 (exp 69964)  -> PASS
#BMP180 v1 fw=1.4.0 temp_ms=1000
[[DEBUG]] BMP180 registered on /dev/bmp180-0
S 29689845 300 101655 2
S 29700844 300 101658 2
S 29711843 300 101656 2
S 29722843 300 101655 2
S 29733842 300 101656 2
S 29744841 300 101655 2
S 29755841 300 101650 2
S 29766840 300 101649 2
S 29777839 300 101652 2
S 29788839 300 101653 2
S 29799838 300 101654 2
S 29810837 300 101655 2
S 29821837 300 101652 2
S 29832836 300 101654 2
S 29843835 300 101658 2
S 29854835 300 101655 2
S 29865834 300 101649 2
S 29876833 300 101652 2
S 29887832 300 101646 2
S 29898832 300 101652 2
S 29909831 300 101652 2
S 29920830 300 101645 2
S 29931830 300 101655 2
S 29942829 300 101654 2
S 29953828 300 101651 2
S 29964828 300 101654 2
S 29975827 300 101651 2
S 29986826 300 101652 2
S 29997826 300 101657 2
S 30008825 300 101655 2
S 30019824 300 101655 2
S 30030824 300 101654 2
S 30041823 300 101654 2
S 30052822 300 101657 2
S 30063821 300 101643 2
S 30074821 300 101652 2
S 30085820 300 101655 2
S 30096819 300 101648 2
S 30107819 300 101653 2
S 30118818 300 101658 2
S 30129817 300 101655 2
S 30140817 300 101653 2
S 30151816 300 101654 2
S 30162815 300 101652 2
S 30173815 300 101649 2
S 30184814 300 101654 2
S 30195813 300 101655 2
S 30206813 300 101652 2
S 30217812 300 101655 2
S 30228811 300 101656 2
S 30239810 300 101652 2
S 30250810 300 101657 2
S 30261809 300 101657 2
S 30277808 300 101658 2
S 30288807 300 101658 2
S 30299807 300 101661 2
S 30310806 300 101654 2
S 30321805 300 101652 2
S 30332805 300 101654 2
S 30343804 300 101650 2
S 30354803 300 101653 2
S 30365803 300 101650 2
S 30376802 300 101654 2
S 30387801 300 101655 2
S 30398801 300 101652 2
S 30409800 300 101655 2
S 30420799 300 101652 2
S 30431798 300 101655 2
S 30442798 300 101653 2
S 30453797 300 101652 2
S 30464796 300 101652 2
S 30475796 300 101656 2
S 30486795 300 101649 2
S 30497794 300 101655 2
S 30508794 300 101654 2
S 30519793 300 101655 2
S 30530792 300 101649 2
S 30541792 300 101652 2
S 30552791 300 101651 2
S 30563790 300 101655 2
S 30574790 300 101655 2
S 30585789 300 101650 2
S 30596788 300 101656 2
S 30607787 300 101655 2
S 30618787 300 101653 2
S 30629786 300 101655 2
S 30640785 300 101653 2
S 30651785 300 101657 2
S 30662784 300 101655 2
S 30673783 300 101654 2
S 30684783 300 101652 2
S 30695782 300 101657 2
S 30706781 300 101649 2
S 30717781 300 101652 2
S 30728780 300 101651 2
S 30739779 300 101655 2
S 30750779 300 101647 2
S 30761778 300 101650 2
S 30772777 300 101648 2
S 30783776 300 101649 2
S 30794776 300 101652 2
S 30805775 300 101652 2
S 30816774 300 101653 2
S 30827774 300 101658 2
S 30838773 300 101650 2
S 30849772 300 101646 2
S 30860772 300 101657 2
S 30871771 300 101655 2
S 30882770 300 101652 2
S 30893770 300 101649 2
S 30904769 300 101652 2
S 30915768 300 101656 2
S 30926768 300 101657 2
S 30937767 300 101657 2
S 30948766 300 101654 2
S 30959765 300 101653 2
S 30970765 300 101653 2
S 30981764 300 101649 2
S 30992763 300 101655 2
S 31003763 300 101654 2
S 31014762 300 101657 2
S 31025761 300 101657 2
S 31036761 300 101658 2
S 31047760 300 101655 2
S 31058759 300 101654 2
S 31069759 300 101659 2
S 31080758 300 101657 2
S 31091757 300 101662 2
S 31102757 300 101659 2
S 31113756 300 101656 2
S 31124755 300 101655 2
S 31135754 300 101658 2
S 31146754 300 101661 2
S 31157753 300 101655 2
S 31168752 300 101655 2
S 31179752 300 101658 2
S 31190751 300 101658 2
S 31201750 300 101657 2
S 31212750 300 101654 2
S 31223749 300 101659 2
S 31234748 300 101660 2
S 31245748 300 101658 2
S 31256747 300 101651 2
S 31267746 300 101650 2
S 31283745 300 101661 2
S 31294745 300 101649 2
S 31305744 300 101656 2
S 31316743 300 101661 2
S 31327742 300 101660 2
S 31338742 300 101657 2
S 31349741 300 101654 2
S 31360740 300 101655 2
S 31371740 300 101658 2
S 31382739 300 101655 2
S 31393738 300 101656 2
S 31404738 300 101654 2
S 31415737 300 101654 2
S 31426736 300 101651 2
S 31437736 300 101652 2
S 31448735 300 101650 2
S 31459734 300 101651 2
S 31470734 300 101650 2
S 31481733 300 101650 2
S 31492732 300 101651 2
S 31503731 300 101652 2
S 31514731 300 101649 2
S 31525730 300 101655 2
S 31536729 300 101658 2
S 31547729 300 101660 2
S 31558728 300 101656 2
S 31569727 300 101650 2
S 31580727 300 101653 2
S 31591726 300 101651 2
S 31602725 300 101653 2
S 31613725 300 101657 2
S 31624724 300 101653 2
S 31635723 300 101650 2
S 31646723 300 101653 2
S 31657722 300 101654 2
S 31668721 300 101654 2
S 31679720 300 101654 2
S 31690720 300 101655 2
S 31701719 300 101650 2
S 31712718 300 101650 2
S 31723718 300 101655 2
S 31734717 300 101641 2
S 31745716 300 101653 2
S 31756716 300 101653 2
S 31767715 300 101652 2
S 31778714 300 101655 2
S 31789714 300 101661 2
S 31800713 300 101657 2
S 31811712 300 101656 2
S 31822712 300 101659 2
S 31833711 300 101656 2
S 31844710 300 101652 2
S 31855709 300 101654 2
S 31866709 300 101655 2
S 31877708 300 101655 2
S 31888707 300 101660 2
S 31899707 300 101658 2
S 31910706 300 101661 2
S 31921705 300 101660 2
S 31932705 300 101659 2
S 31943704 300 101660 2
S 31954703 300 101656 2
S 31965703 300 101652 2
S 31976702 300 101658 2
S 31987701 300 101654 2
S 31998701 300 101661 2
S 32009700 300 101652 2
S 32020699 300 101658 2
S 32031698 300 101659 2
S 32042698 300 101653 2
S 32053697 300 101652 2
S 32064696 300 101660 2
S 32075696 300 101661 2
S 32086695 300 101658 2
S 32097694 300 101651 2
S 32108694 300 101648 2
S 32119693 300 101655 2
S 32130692 300 101652 2
S 32141692 300 101651 2
S 32152691 300 101649 2
S 32163690 300 101652 2
S 32174690 300 101653 2
S 32185689 300 101652 2
S 32196688 300 101652 2
S 32207687 300 101654 2
S 32218687 300 101652 2
S 32229686 300 101650 2
S 32240685 300 101650 2
S 32251685 300 101649 2
S 32262684 300 101652 2
S 32273683 300 101652 2
S 32289682 300 101666 2
S 32300682 300 101664 2
S 32311681 300 101661 2
S 32322680 300 101662 2
S 32333680 300 101661 2
S 32344679 300 101658 2
S 32355678 300 101660 2
S 32366678 300 101661 2
S 32377677 300 101661 2
S 32388676 300 101661 2
S 32399675 300 101660 2
S 32410675 300 101663 2
S 32421674 300 101662 2
S 32432673 300 101655 2
S 32443673 300 101662 2
S 32454672 300 101662 2
S 32465671 300 101661 2
S 32476671 300 101661 2
S 32487670 300 101661 2
S 32498669 300 101658 2
S 32509669 300 101661 2
S 32520668 300 101658 2
S 32531667 300 101655 2
S 32542667 300 101655 2
S 32553666 300 101654 2
S 32564665 300 101661 2
S 32575664 300 101660 2
S 32586664 300 101659 2
S 32597663 300 101657 2
S 32608662 300 101659 2
S 32619662 300 101657 2
S 32630661 300 101657 2
S 32641660 300 101658 2
S 32652660 300 101658 2
S 32663659 300 101659 2
S 32674658 300 101659 2
S 32685658 300 101661 2
S 32696657 300 101663 2
S 32707656 300 101658 2
S 32718656 300 101661 2
S 32729655 300 101664 2
S 32740654 300 101667 2
S 32751653 300 101664 2
S 32762653 300 101658 2
S 32773652 300 101663 2
S 32784651 300 101661 2
S 32795651 300 101662 2
S 32806650 300 101659 2
S 32817649 300 101657 2
S 32828649 300 101659 2
S 32839648 300 101663 2
S 32850647 300 101660 2
S 32861647 300 101664 2
S 32872646 300 101660 2
S 32883645 300 101662 2
S 32894645 300 101653 2
S 32905644 300 101659 2
S 32916643 300 101659 2
S 32927642 300 101654 2
S 32938642 300 101655 2
S 32949641 300 101656 2
S 32960640 300 101652 2
S 32971640 300 101653 2
S 32982639 300 101661 2
S 32993638 300 101656 2
S 33004638 300 101655 2
S 33015637 300 101657 2
S 33026636 300 101661 2
S 33037636 300 101660 2
S 33048635 300 101659 2
S 33059634 300 101661 2
S 33070634 300 101662 2
S 33081633 300 101661 2
S 33092632 300 101660 2
S 33103631 300 101659 2
S 33114631 300 101655 2
S 33125630 300 101661 2
S 33136629 300 101658 2
S 33147629 300 101661 2
S 33158628 300 101661 2
S 33169627 300 101659 2
S 33180627 300 101657 2
S 33191626 300 101660 2
S 33202625 300 101662 2
S 33213625 300 101661 2
S 33224624 300 101659 2
S 33235623 300 101660 2
S 33246623 300 101661 2
S 33257622 300 101655 2
S 33268621 300 101660 2
S 33279620 300 101658 2
S 33295619 300 101658 2
S 33306619 300 101658 2
S 33317618 300 101662 2
S 33328617 300 101661 2
S 33339617 300 101661 2
S 33350616 300 101661 2
S 33361615 300 101664 2
S 33372615 300 101664 2
S 33383614 300 101658 2
S 33394613 300 101659 2
S 33405613 300 101663 2
S 33416612 300 101661 2
S 33427611 300 101659 2
S 33438611 300 101663 2
S 33449610 300 101661 2
S 33460609 300 101664 2
S 33471608 300 101661 2
S 33482608 300 101658 2
S 33493607 300 101658 2
S 33504606 300 101656 2
S 33515606 300 101661 2
S 33526605 300 101652 2
S 33537604 300 101651 2
S 33548604 300 101654 2
S 33559603 300 101658 2
S 33570602 300 101653 2
S 33581602 300 101657 2
S 33592601 300 101655 2
S 33603600 300 101657 2
S 33614600 300 101661 2
S 33625599 300 101651 2
S 33636598 300 101658 2
S 33647597 300 101662 2
S 33658597 300 101661 2
S 33669596 300 101658 2
S 33680595 300 101655 2
S 33691595 300 101656 2
S 33702594 300 101658 2
S 33713593 300 101659 2
S 33724593 300 101658 2
S 33735592 300 101653 2
S 33746591 300 101656 2
S 33757591 300 101658 2
S 33768590 300 101660 2
S 33779589 300 101652 2
S 33790589 300 101657 2
S 33801588 300 101655 2
S 33812587 300 101659 2
S 33823586 300 101667 2
S 33834586 300 101662 2
S 33845585 300 101657 2
S 33856584 300 101657 2
S 33867584 300 101661 2
S 33878583 300 101658 2
S 33889582 300 101659 2
S 33900582 300 101658 2
S 33911581 300 101655 2
S 33922580 300 101655 2
S 33933580 300 101655 2
S 33944579 300 101658 2
S 33955578 300 101655 2
S 33966578 300 101655 2
S 33977577 300 101656 2
S 33988576 300 101657 2
S 33999575 300 101659 2
S 34010575 300 101664 2
S 34021574 300 101661 2
S 34032573 300 101659 2
S 34043573 300 101659 2
S 34054572 300 101659 2
S 34065571 300 101658 2
S 34076571 300 101661 2
S 34087570 300 101664 2
S 34098569 300 101664 2
S 34109569 300 101663 2
S 34120568 300 101658 2
S 34131567 300 101661 2
S 34142567 300 101662 2
S 34153566 300 101662 2
S 34164565 300 101660 2
S 34175564 300 101662 2
S 34186564 300 101659 2
S 34197563 300 101661 2
S 34208562 300 101661 2
S 34219562 300 101659 2
S 34230561 300 101655 2
S 34241560 300 101659 2
S 34252560 300 101665 2
S 34263559 300 101660 2
S 34274558 300 101662 2
S 34285558 300 101661 2
S 34301557 300 101657 2
S 34312556 300 101655 2
S 34323555 300 101659 2
S 34334555 300 101649 2
S 34345554 300 101652 2
S 34356553 300 101656 2
S 34367552 300 101650 2
S 34378552 300 101658 2
S 34389551 300 101652 2
S 34400550 300 101658 2
S 34411550 300 101661 2
S 34422549 300 101659 2
S 34433548 300 101661 2
S 34444548 300 101657 2
S 34455547 300 101655 2
S 34466546 300 101662 2
S 34477546 300 101656 2
S 34488545 300 101657 2
S 34499544 300 101654 2
S 34510544 300 101657 2
S 34521543 300 101654 2
S 34532542 300 101653 2
S 34543541 300 101653 2
S 34554541 300 101655 2
S 34565540 300 101658 2
S 34576539 300 101655 2
S 34587539 300 101655 2
S 34598538 300 101658 2
S 34609537 300 101653 2
S 34620537 300 101655 2
S 34631536 300 101656 2
S 34642535 300 101656 2
S 34653535 300 101657 2
S 34664534 300 101658 2
S 34675533 300 101655 2
S 34686533 300 101655 2
S 34697532 300 101652 2
S 34708531 300 101658 2
S 34719530 300 101659 2
S 34730530 300 101655 2
S 34741529 300 101658 2
S 34752528 300 101662 2
S 34763528 300 101655 2
S 34774527 300 101655 2
S 34785526 300 101655 2
S 34796526 300 101655 2
S 34807525 300 101661 2
S 34818524 300 101654 2
S 34829524 300 101655 2
S 34840523 300 101661 2
S 34851522 300 101651 2
S 34862522 300 101651 2
S 34873521 300 101649 2
S 34884520 300 101656 2
S 34895519 300 101660 2
S 34906519 300 101655 2
S 34917518 300 101661 2
S 34928517 300 101658 2
S 34939517 300 101659 2
S 34950516 300 101658 2
S 34961515 300 101659 2
S 34972515 300 101660 2
S 34983514 300 101659 2
S 34994513 300 101655 2
S 35005513 300 101658 2
S 35016512 300 101657 2
S 35027511 300 101657 2
S 35038511 300 101655 2
S 35049510 300 101663 2
S 35060509 300 101664 2
S 35071508 300 101663 2
S 35082508 300 101661 2
S 35093507 300 101657 2
S 35104506 300 101654 2
S 35115506 300 101656 2
S 35126505 300 101654 2
S 35137504 300 101656 2
S 35148504 300 101658 2
S 35159503 300 101655 2
S 35170502 300 101657 2
S 35181502 300 101656 2
S 35192501 300 101658 2
S 35203500 300 101662 2
S 35214500 300 101660 2
S 35225499 300 101658 2
S 35236498 300 101658 2
S 35247497 300 101657 2
S 35258497 300 101658 2
S 35269496 300 101654 2
S 35280495 300 101655 2
S 35291495 300 101655 2
S 35307494 300 101658 2
S 35318493 300 101658 2
S 35329492 300 101652 2
S 35340492 300 101649 2
S 35351491 300 101655 2
S 35362490 300 101655 2
S 35373490 300 101654 2
S 35384489 300 101653 2
S 35395488 300 101655 2
S 35406488 300 101657 2
S 35417487 300 101655 2
S 35428486 300 101650 2
S 35439485 300 101654 2
S 35450485 300 101646 2
S 35461484 300 101659 2
S 35472483 300 101652 2
S 35483483 300 101654 2
S 35494482 300 101653 2
S 35505481 300 101655 2
S 35516481 300 101654 2
S 35527480 300 101652 2
S 35538479 300 101650 2
S 35549479 300 101650 2
S 35560478 300 101657 2
S 35571477 300 101649 2
S 35582477 300 101648 2
S 35593476 300 101648 2
S 35604475 300 101650 2
S 35615474 300 101652 2
S 35626474 300 101654 2
S 35637473 300 101655 2
S 35648472 300 101659 2
S 35659472 300 101651 2
S 35670471 300 101655 2
S 35681470 300 101661 2
S 35692470 300 101656 2
S 35703469 300 101662 2
S 35714468 300 101659 2
S 35725468 300 101658 2
S 35736467 300 101656 2
S 35747466 300 101658 2
S 35758466 300 101662 2
S 35769465 300 101655 2
S 35780464 300 101659 2
S 35791463 300 101655 2
S 35802463 300 101658 2
S 35813462 300 101657 2
S 35824461 300 101658 2
S 35835461 300 101661 2
S 35846460 300 101660 2
S 35857459 300 101659 2
S 35868459 300 101660 2
S 35879458 300 101658 2
S 35890457 300 101653 2
S 35901457 300 101652 2
S 35912456 300 101662 2
S 35923455 300 101655 2
S 35934455 300 101655 2
S 35945454 300 101659 2
S 35956453 300 101656 2
S 35967452 300 101656 2
S 35978452 300 101660 2
S 35989451 300 101658 2
S 36000451 300 101654 2
S 36011450 300 101656 2
S 36022449 300 101658 2
S 36033448 300 101655 2
S 36044448 300 101655 2
S 36055447 300 101654 2
S 36066446 300 101655 2
S 36077446 300 101655 2
S 36088445 300 101656 2
S 36099444 300 101658 2
S 36110444 300 101657 2
S 36121443 300 101658 2
S 36132442 300 101663 2
S 36143441 300 101664 2
S 36154441 300 101663 2
S 36165440 300 101661 2
S 36176439 300 101660 2
S 36187439 300 101658 2
S 36198438 300 101660 2
S 36209437 300 101661 2
S 36220437 300 101659 2
S 36231436 300 101663 2
S 36242435 300 101661 2
S 36253435 300 101660 2
S 36264434 300 101658 2
S 36275433 300 101660 2
S 36286433 300 101657 2
S 36297432 300 101660 2
S 36313431 300 101657 2
S 36324430 300 101652 2
S 36335429 300 101653 2
S 36346429 300 101652 2
S 36357428 300 101656 2
S 36368427 300 101648 2
S 36379427 300 101649 2
S 36390426 300 101652 2
S 36401425 300 101653 2
S 36412425 300 101646 2
S 36423424 300 101655 2
S 36434423 300 101653 2
S 36445423 300 101652 2
S 36456422 300 101653 2
S 36467421 300 101652 2
S 36478421 300 101651 2
S 36489420 300 101651 2
S 36500419 300 101655 2
S 36511418 300 101648 2
S 36522418 300 101650 2
S 36533417 300 101648 2
S 36544416 300 101649 2
S 36555416 300 101653 2
S 36566415 300 101646 2
S 36577414 300 101646 2
S 36588414 300 101652 2
S 36599413 300 101645 2
S 36610412 300 101649 2
S 36621412 300 101646 2
S 36632411 300 101652 2
S 36643410 300 101649 2
S 36654410 300 101641 2
S 36665409 300 101645 2
S 36676408 300 101644 2
S 36687407 300 101645 2
S 36698407 300 101647 2
S 36709406 300 101647 2
S 36720405 300 101649 2
S 36731405 300 101647 2
S 36742404 300 101653 2
S 36753403 300 101649 2
S 36764403 300 101646 2
S 36775402 300 101649 2
S 36786401 300 101647 2
S 36797401 300 101650 2
S 36808400 300 101649 2
S 36819399 300 101646 2
S 36830399 300 101649 2
S 36841398 300 101643 2
S 36852397 300 101649 2
S 36863396 300 101644 2
S 36874396 300 101652 2
S 36885395 300 101652 2
S 36896394 300 101651 2
S 36907394 300 101651 2
S 36918393 300 101652 2
S 36929392 300 101651 2
S 36940392 300 101646 2
S 36951391 300 101651 2
S 36962390 300 101649 2
S 36973390 300 101649 2
S 36984389 300 101649 2
S 36995388 300 101652 2
S 37006388 300 101651 2
S 37017387 300 101652 2
S 37028386 300 101651 2
S 37039385 300 101649 2
S 37050385 300 101648 2
S 37061384 300 101647 2
S 37072383 300 101652 2
S 37083383 300 101653 2
S 37094382 300 101651 2
S 37105381 300 101649 2
S 37116381 300 101651 2
S 37127380 300 101652 2
S 37138379 300 101650 2
S 37149379 300 101648 2
S 37160378 300 101650 2
S 37171377 300 101647 2
S 37182377 300 101650 2
S 37193376 300 101643 2
S 37204375 300 101655 2
S 37215374 300 101653 2
S 37226374 300 101652 2
S 37237373 300 101653 2
S 37248372 300 101651 2
S 37259372 300 101654 2
S 37270371 300 101652 2
S 37281370 300 101650 2
S 37292370 300 101646 2
S 37303369 300 101652 2
S 37319368 300 101648 2
S 37330367 300 101652 2
S 37341367 300 101651 2
S 37352366 300 101646 2
S 37363365 300 101652 2
S 37374365 300 101652 2
S 37385364 300 101649 2
S 37396363 300 101651 2
S 37407362 300 101649 2
S 37418362 300 101650 2
S 37429361 300 101651 2
S 37440360 300 101652 2
S 37451360 300 101652 2
S 37462359 300 101657 2
S 37473358 300 101656 2
S 37484358 300 101643 2
S 37495357 300 101649 2
S 37506356 300 101652 2
S 37517356 300 101649 2
S 37528355 300 101647 2
S 37539354 300 101651 2
S 37550354 300 101652 2
S 37561353 300 101653 2
S 37572352 300 101653 2
S 37583351 300 101651 2
S 37594351 300 101651 2
S 37605350 300 101652 2
S 37616349 300 101651 2
S 37627349 300 101653 2
S 37638348 300 101647 2
S 37649347 300 101649 2
S 37660347 300 101651 2
S 37671346 300 101650 2
S 37682345 300 101653 2
S 37693345 300 101655 2
S 37704344 300 101651 2
S 37715343 300 101652 2
S 37726343 300 101653 2
S 37737342 300 101654 2
S 37748341 300 101654 2
S 37759340 300 101654 2
S 37770340 300 101655 2
S 37781339 300 101656 2
S 37792338 300 101652 2
S 37803338 300 101652 2
S 37814337 300 101653 2
S 37825336 300 101652 2
S 37836336 300 101654 2
S 37847335 300 101651 2
S 37858334 300 101655 2
S 37869334 300 101649 2
S 37880333 300 101653 2
S 37891332 300 101650 2
S 37902332 300 101652 2
S 37913331 300 101654 2
S 37924330 300 101652 2
S 37935329 300 101652 2
S 37946329 300 101658 2
S 37957328 300 101657 2
S 37968327 300 101653 2
S 37979327 300 101657 2
S 37990326 300 101655 2
S 38001326 300 101658 2
S 38012325 300 101660 2
S 38023324 300 101651 2
S 38034323 300 101656 2
S 38045323 300 101654 2
S 38056322 300 101656 2
S 38067321 300 101659 2
S 38078321 300 101655 2
S 38089320 300 101658 2
S 38100319 300 101660 2
S 38111318 300 101656 2
S 38122318 300 101658 2
S 38133317 300 101655 2
S 38144316 300 101658 2
S 38155316 300 101661 2
S 38166315 300 101661 2
S 38177314 300 101657 2
S 38188314 300 101655 2
S 38199313 300 101649 2
S 38210312 300 101658 2
S 38221312 300 101662 2
S 38232311 300 101659 2
S 38243310 300 101658 2
S 38254310 300 101658 2
S 38265309 300 101659 2
S 38276308 300 101658 2
S 38287307 300 101655 2
S 38298307 300 101657 2
S 38309306 300 101656 2
S 38325305 300 101661 2
S 38336304 300 101664 2
S 38347304 300 101658 2
S 38358303 300 101661 2
S 38369302 300 101660 2
S 38380302 300 101663 2
S 38391301 300 101658 2
S 38402300 300 101656 2
S 38413300 300 101657 2
S 38424299 300 101655 2
S 38435298 300 101658 2
S 38446298 300 101658 2
S 38457297 300 101663 2
S 38468296 300 101655 2
S 38479295 300 101656 2
S 38490295 300 101657 2
S 38501294 300 101651 2
S 38512293 300 101658 2
S 38523293 300 101659 2
S 38534292 300 101660 2
S 38545291 300 101658 2
S 38556291 300 101658 2
S 38567290 300 101658 2
S 38578289 300 101660 2
S 38589289 300 101657 2
S 38600288 300 101656 2
S 38611287 300 101658 2
S 38622287 300 101664 2
S 38633286 300 101660 2
S 38644285 300 101659 2
S 38655284 300 101663 2
S 38666284 300 101658 2
S 38677283 300 101662 2
S 38688282 300 101663 2
S 38699282 300 101658 2
S 38710281 300 101656 2
S 38721280 300 101660 2
S 38732280 300 101656 2
S 38743279 300 101657 2
S 38754278 300 101658 2
S 38765278 300 101661 2
S 38776277 300 101658 2
S 38787276 300 101657 2
S 38798276 300 101661 2
S 38809275 300 101655 2
S 38820274 300 101660 2
S 38831273 300 101657 2
S 38842273 300 101661 2
S 38853272 300 101661 2
S 38864271 300 101655 2
S 38875271 300 101656 2
S 38886270 300 101658 2
S 38897269 300 101661 2
S 38908269 300 101655 2
S 38919268 300 101656 2
S 38930267 300 101662 2
S 38941267 300 101655 2
S 38952266 300 101655 2
S 38963265 300 101654 2
S 38974265 300 101658 2
S 38985264 300 101660 2
S 38996263 300 101655 2
S 39007262 300 101660 2
S 39018262 300 101658 2
S 39029261 300 101660 2
S 39040260 300 101658 2
S 39051260 300 101658 2
S 39062259 300 101661 2
S 39073258 300 101656 2
S 39084258 300 101658 2
S 39095257 300 101666 2
S 39106256 300 101667 2
S 39117256 300 101661 2
S 39128255 300 101662 2
S 39139254 300 101658 2
S 39150254 300 101661 2
S 39161253 300 101666 2
S 39172252 300 101660 2
S 39183251 300 101656 2
S 39194251 300 101662 2
S 39205250 300 101665 2
S 39216249 300 101663 2
S 39227249 300 101661 2
S 39238248 300 101658 2
S 39249247 300 101661 2
S 39260247 300 101661 2
S 39271246 300 101663 2
S 39282245 300 101663 2
S 39293245 300 101666 2
S 39304244 300 101663 2
S 39315243 300 101658 2
S 39331242 300 101663 2
S 39342242 300 101663 2
S 39353241 300 101662 2
S 39364240 300 101658 2
S 39375239 300 101658 2
S 39386239 300 101662 2
S 39397238 300 101661 2
S 39408237 300 101659 2
S 39419237 300 101661 2
S 39430236 300 101663 2
S 39441235 300 101665 2
S 39452235 300 101667 2
S 39463234 300 101665 2
S 39474233 300 101663 2
S 39485233 300 101663 2
S 39496232 300 101660 2
S 39507231 300 101661 2
S 39518231 300 101658 2
S 39529230 300 101659 2
S 39540229 300 101660 2
S 39551228 300 101661 2
S 39562228 300 101661 2
S 39573227 300 101658 2
S 39584226 300 101659 2
S 39595226 300 101658 2
S 39606225 300 101659 2
S 39617224 300 101658 2
S 39628224 300 101661 2
S 39639223 300 101660 2
S 39650222 300 101660 2
S 39661222 300 101658 2
S 39672221 300 101662 2
S 39683220 300 101661 2
S 39694220 300 101661 2
S 39705219 300 101660 2
S 39716218 300 101662 2
S 39727217 300 101663 2
S 39738217 300 101665 2
S 39749216 300 101665 2
S 39760215 300 101660 2
S 39771215 300 101662 2
S 39782214 300 101661 2
S 39793213 300 101659 2
S 39804213 300 101666 2
S 39815212 300 101660 2
S 39826211 300 101658 2
S 39837211 300 101663 2
S 39848210 300 101658 2
S 39859209 300 101666 2
S 39870209 300 101665 2
S 39881208 300 101662 2
S 39892207 300 101658 2
S 39903206 300 101661 2
S 39914206 300 101661 2
S 39925205 300 101664 2
S 39936204 300 101661 2
S 39947204 300 101663 2
S 39958203 300 101658 2
S 39969202 300 101661 2
S 39980202 300 101658 2
S 39991201 300 101659 2
S 40002201 300 101662 2
S 40013200 300 101661 2
S 40024199 300 101661 2
S 40035198 300 101663 2
S 40046198 300 101657 2
S 40057197 300 101656 2
S 40068196 300 101660 2
S 40079195 300 101660 2
S 40090195 300 101663 2
S 40101194 300 101660 2
S 40112193 300 101655 2
S 40123193 300 101658 2
S 40134192 300 101658 2
S 40145191 300 101663 2
S 40156191 300 101660 2
S 40167190 300 101657 2
S 40178189 300 101658 2
S 40189189 300 101658 2
S 40200188 300 101658 2
S 40211187 300 101664 2
S 40222187 300 101661 2
S 40233186 300 101661 2
S 40244185 300 101660 2
S 40255184 300 101665 2
S 40266184 300 101661 2
S 40277183 300 101664 2
S 40288182 300 101662 2
S 40299182 300 101660 2
S 40310181 300 101662 2
S 40321180 300 101663 2
S 40337179 300 101666 2
S 40348179 300 101665 2
S 40359178 300 101664 2
S 40370177 300 101660 2
S 40381177 300 101658 2
S 40392176 300 101660 2
S 40403175 300 101658 2
S 40414175 300 101659 2
S 40425174 300 101662 2
S 40436173 300 101658 2
S 40447172 300 101661 2
S 40458172 300 101664 2
S 40469171 300 101664 2
S 40480170 300 101658 2
S 40491170 300 101656 2
S 40502169 300 101656 2
S 40513168 300 101663 2
S 40524168 300 101660 2
S 40535167 300 101660 2
S 40546166 300 101660 2
S 40557166 300 101658 2
S 40568165 300 101659 2
S 40579164 300 101652 2
S 40590164 300 101660 2
S 40601163 300 101658 2
S 40612162 300 101663 2
S 40623161 300 101663 2
S 40634161 300 101660 2
S 40645160 300 101659 2
S 40656159 300 101660 2
S 40667159 300 101658 2
S 40678158 300 101657 2
S 40689157 300 101661 2
S 40700157 300 101661 2
S 40711156 300 101657 2
S 40722155 300 101662 2
S 40733155 300 101657 2
S 40744154 300 101659 2
S 40755153 300 101658 2
S 40766153 300 101657 2
S 40777152 300 101657 2
S 40788151 300 101660 2
S 40799150 300 101662 2
S 40810150 300 101660 2
S 40821149 300 101661 2
S 40832148 300 101659 2
S 40843148 300 101657 2
S 40854147 300 101656 2
S 40865146 300 101657 2
S 40876146 300 101657 2
S 40887145 300 101655 2
S 40898144 300 101660 2
S 40909144 300 101658 2
S 40920143 300 101661 2
S 40931142 300 101661 2
S 40942142 300 101660 2
S 40953141 300 101657 2
S 40964140 300 101661 2
S 40975139 300 101663 2
S 40986139 300 101661 2
S 40997138 300 101661 2
S 41008137 300 101660 2
S 41019137 300 101654 2
S 41030136 300 101657 2
S 41041135 300 101658 2
S 41052135 300 101663 2
S 41063134 300 101660 2
S 41074133 300 101662 2
S 41085133 300 101657 2
S 41096132 300 101651 2
S 41107131 300 101655 2
S 41118131 300 101658 2
S 41129130 300 101655 2
S 41140129 300 101654 2
S 41151128 300 101658 2
S 41162128 300 101653 2
S 41173127 300 101655 2
S 41184126 300 101652 2
S 41195126 300 101658 2
S 41206125 300 101658 2
S 41217124 300 101653 2
S 41228124 300 101655 2
S 41239123 300 101655 2
S 41250122 300 101652 2
S 41261122 300 101654 2
S 41272121 300 101652 2
S 41283120 300 101649 2
S 41294120 300 101655 2
S 41305119 300 101662 2
S 41316118 300 101657 2
S 41327117 300 101658 2
S 41343116 300 101660 2
S 41354116 300 101660 2
S 41365115 300 101660 2
S 41376114 300 101656 2
S 41387114 300 101656 2
S 41398113 300 101663 2
S 41409112 300 101658 2
S 41420112 300 101659 2
S 41431111 300 101656 2
S 41442110 300 101658 2
S 41453110 300 101658 2
