# capture_start_utc=2026-08-29T17:33:14Z
[[DEBUG]] Starting [[SENSOR TASK]]
[SELFTEST] compensate: T=150 (exp 150)  P=69964 (exp 69964)  -> PASS
#BMP180 v1 fw=1.4.0 temp_ms=1000
[[DEBUG]] BMP180 registered on /dev/bmp180-0
S 82971515 299 101661 2
S 82982514 299 101662 2
S 82993513 299 101666 2
S 83004512 299 101659 2
S 83015512 299 101662 2
S 83026511 299 101662 2
S 83037510 299 101662 2
S 83048510 299 101660 2
S 83059509 299 101659 2
S 83070508 299 101662 2
S 83081508 299 101666 2
S 83092507 299 101662 2
S 83103506 299 101656 2
S 83114506 299 101658 2
S 83125505 299 101662 2
S 83136504 299 101659 2
S 83147504 299 101660 2
S 83158503 299 101662 2
S 83169502 299 101661 2
S 83180501 299 101660 2
S 83191501 299 101660 2
S 83202500 299 101664 2
S 83213499 299 101662 2
S 83224499 299 101662 2
S 83235498 299 101665 2
S 83246497 299 101664 2
S 83257497 299 101670 2
S 83268496 299 101671 2
S 83279495 299 101666 2
S 83290495 299 101665 2
S 83301494 299 101660 2
S 83312493 299 101666 2
S 83323493 299 101665 2
S 83334492 299 101664 2
S 83345491 299 101660 2
S 83356490 299 101660 2
S 83367490 299 101662 2
S 83378489 299 101666 2
S 83389488 299 101658 2
S 83400488 299 101659 2
S 83411487 299 101662 2
S 83422486 299 101661 2
S 83433486 299 101666 2
S 83444485 299 101661 2
S 83455484 299 101660 2
S 83466484 299 101659 2
S 83477483 299 101662 2
S 83488482 299 101661 2
S 83499482 299 101657 2
S 83510481 299 101667 2
S 83521480 299 101666 2
S 83532479 299 101665 2
S 83543479 299 101663 2
S 83554478 299 101664 2
S 83565477 299 101663 2
S 83576477 299 101667 2
S 83592476 299 101662 2
S 83603475 299 101664 2
S 83614474 299 101671 2
S 83625474 299 101668 2
S 83636473 299 101666 2
S 83647472 299 101665 2
S 83658472 299 101664 2
S 83669471 299 101662 2
S 83680470 299 101664 2
S 83691470 299 101662 2
S 83702469 299 101662 2
S 83713468 299 101669 2
S 83724467 299 101670 2
S 83735467 299 101661 2
S 83746466 299 101664 2
S 83757465 299 101660 2
S 83768465 299 101664 2
S 83779464 299 101665 2
S 83790463 299 101665 2
S 83801463 299 101662 2
S 83812462 299 101663 2
S 83823461 299 101664 2
S 83834461 299 101665 2
S 83845460 299 101667 2
S 83856459 299 101664 2
S 83867459 299 101666 2
S 83878458 299 101665 2
S 83889457 299 101665 2
S 83900456 299 101661 2
S 83911456 299 101659 2
S 83922455 299 101661 2
S 83933454 299 101663 2
S 83944454 299 101665 2
S 83955453 299 101659 2
S 83966452 299 101662 2
S 83977452 299 101659 2
S 83988451 299 101662 2
S 83999450 299 101659 2
S 84010450 299 101666 2
S 84021449 299 101666 2
S 84032448 299 101663 2
S 84043448 299 101666 2
S 84054447 299 101662 2
S 84065446 299 101665 2
S 84076445 299 101665 2
S 84087445 299 101665 2
S 84098444 299 101666 2
S 84109443 299 101663 2
S 84120443 299 101668 2
S 84131442 299 101671 2
S 84142441 299 101666 2
S 84153441 299 101668 2
S 84164440 299 101667 2
S 84175439 299 101664 2
S 84186439 299 101668 2
S 84197438 299 101670 2
S 84208437 299 101671 2
S 84219437 299 101668 2
S 84230436 299 101671 2
S 84241435 299 101674 2
S 84252434 299 101672 2
S 84263434 299 101670 2
S 84274433 299 101671 2
S 84285432 299 101672 2
S 84296432 299 101672 2
S 84307431 299 101673 2
S 84318430 299 101671 2
S 84329430 299 101674 2
S 84340429 299 101671 2
S 84351428 299 101665 2
S 84362428 299 101668 2
S 84373427 299 101668 2
S 84384426 299 101668 2
S 84395426 299 101673 2
S 84406425 299 101668 2
S 84417424 299 101670 2
S 84428423 299 101671 2
S 84439423 299 101671 2
S 84450422 299 101673 2
S 84461421 299 101670 2
S 84472421 299 101667 2
S 84483420 299 101669 2
S 84494419 299 101669 2
S 84505419 299 101674 2
S 84516418 299 101671 2
S 84527417 299 101674 2
S 84538417 299 101667 2
S 84549416 299 101666 2
S 84560415 299 101670 2
S 84571415 299 101666 2
S 84582414 299 101665 2
S 84598413 298 101663 2
S 84609412 298 101661 2
S 84620411 298 101664 2
S 84631411 298 101662 2
S 84642410 298 101663 2
S 84653409 298 101662 2
S 84664409 298 101661 2
S 84675408 298 101660 2
S 84686407 298 101654 2
S 84697407 298 101655 2
S 84708406 298 101662 2
S 84719405 298 101665 2
S 84730405 298 101661 2
S 84741404 298 101665 2
S 84752403 298 101660 2
S 84763403 298 101665 2
S 84774402 298 101666 2
S 84785401 298 101658 2
S 84796400 298 101666 2
S 84807400 298 101665 2
S 84818399 298 101663 2
S 84829398 298 101662 2
S 84840398 298 101660 2
S 84851397 298 101665 2
S 84862396 298 101659 2
S 84873396 298 101663 2
S 84884395 298 101660 2
S 84895394 298 101658 2
S 84906394 298 101661 2
S 84917393 298 101659 2
S 84928392 298 101661 2
S 84939392 298 101662 2
S 84950391 298 101663 2
S 84961390 298 101665 2
S 84972389 298 101659 2
S 84983389 298 101662 2
S 84994388 298 101665 2
S 85005387 298 101666 2
S 85016387 298 101668 2
S 85027386 298 101663 2
S 85038385 298 101661 2
S 85049385 298 101665 2
S 85060384 298 101660 2
S 85071383 298 101662 2
S 85082383 298 101664 2
S 85093382 298 101659 2
S 85104381 298 101661 2
S 85115381 298 101661 2
S 85126380 298 101663 2
S 85137379 298 101662 2
S 85148378 298 101664 2
S 85159378 298 101663 2
S 85170377 298 101663 2
S 85181376 298 101664 2
S 85192376 298 101659 2
S 85203375 298 101662 2
S 85214374 298 101659 2
S 85225374 298 101661 2
S 85236373 298 101664 2
S 85247372 298 101662 2
S 85258372 298 101660 2
S 85269371 298 101662 2
S 85280370 298 101663 2
S 85291370 298 101665 2
S 85302369 298 101664 2
S 85313368 298 101665 2
S 85324367 298 101663 2
S 85335367 298 101665 2
S 85346366 298 101667 2
S 85357365 298 101665 2
S 85368365 298 101665 2
S 85379364 298 101667 2
S 85390363 298 101662 2
S 85401363 298 101664 2
S 85412362 298 101667 2
S 85423361 298 101666 2
S 85434361 298 101663 2
S 85445360 298 101665 2
S 85456359 298 101665 2
S 85467359 298 101661 2
S 85478358 298 101662 2
S 85489357 298 101664 2
S 85500356 298 101663 2
S 85511356 298 101662 2
S 85522355 298 101663 2
S 85533354 298 101668 2
S 85544354 298 101666 2
S 85555353 298 101665 2
S 85566352 298 101663 2
S 85577352 298 101662 2
S 85588351 298 101662 2
S 85604350 298 101658 2
S 85615349 298 101652 2
S 85626349 298 101653 2
S 85637348 298 101652 2
S 85648347 298 101652 2
S 85659347 298 101655 2
S 85670346 298 101656 2
S 85681345 298 101655 2
S 85692344 298 101651 2
S 85703344 298 101651 2
S 85714343 298 101657 2
S 85725342 298 101652 2
S 85736342 298 101653 2
S 85747341 298 101652 2
S 85758340 298 101652 2
S 85769340 298 101652 2
S 85780339 298 101656 2
S 85791338 298 101655 2
S 85802338 298 101654 2
S 85813337 298 101659 2
S 85824336 298 101659 2
S 85835336 298 101655 2
S 85846335 298 101652 2
S 85857334 298 101655 2
S 85868333 298 101659 2
S 85879333 298 101655 2
S 85890332 298 101659 2
S 85901331 298 101655 2
S 85912331 298 101656 2
S 85923330 298 101652 2
S 85934329 298 101653 2
S 85945329 298 101652 2
S 85956328 298 101651 2
S 85967327 298 101659 2
S 85978327 298 101652 2
S 85989326 298 101651 2
S 86000326 298 101648 2
S 86011325 298 101649 2
S 86022324 298 101650 2
S 86033323 298 101650 2
S 86044322 298 101648 2
S 86055322 298 101655 2
S 86066321 298 101655 2
S 86077320 298 101651 2
S 86088320 298 101649 2
S 86099319 298 101653 2
S 86110318 298 101656 2
S 86121318 298 101655 2
S 86132317 298 101655 2
S 86143316 298 101654 2
S 86154316 298 101647 2
S 86165315 298 101652 2
S 86176314 298 101649 2
S 86187314 298 101652 2
S 86198313 298 101652 2
S 86209312 298 101651 2
S 86220311 298 101652 2
S 86231311 298 101650 2
S 86242310 298 101647 2
S 86253309 298 101652 2
S 86264309 298 101653 2
S 86275308 298 101650 2
S 86286307 298 101648 2
S 86297307 298 101646 2
S 86308306 298 101658 2
S 86319305 298 101658 2
S 86330305 298 101653 2
S 86341304 298 101654 2
S 86352303 298 101654 2
S 86363303 298 101660 2
S 86374302 298 101652 2
S 86385301 298 101656 2
S 86396300 298 101661 2
S 86407300 298 101655 2
S 86418299 298 101655 2
S 86429298 298 101653 2
S 86440298 298 101658 2
S 86451297 298 101653 2
S 86462296 298 101654 2
S 86473296 298 101655 2
S 86484295 298 101654 2
S 86495294 298 101658 2
S 86506294 298 101657 2
S 86517293 298 101654 2
S 86528292 298 101655 2
S 86539292 298 101661 2
S 86550291 298 101661 2
S 86561290 298 101661 2
S 86572289 298 101659 2
S 86583289 298 101658 2
S 86594288 298 101658 2
S 86610287 298 101664 2
S 86621286 298 101664 2
S 86632286 298 101661 2
S 86643285 298 101655 2
S 86654284 298 101660 2
S 86665284 298 101656 2
S 86676283 298 101655 2
S 86687282 298 101655 2
S 86698282 298 101655 2
S 86709281 298 101655 2
S 86720280 298 101655 2
S 86731280 298 101655 2
S 86742279 298 101658 2
S 86753278 298 101657 2
S 86764277 298 101656 2
S 86775277 298 101662 2
S 86786276 298 101659 2
S 86797275 298 101656 2
S 86808275 298 101661 2
S 86819274 298 101659 2
S 86830273 298 101661 2
S 86841273 298 101660 2
S 86852272 298 101661 2
S 86863271 298 101662 2
S 86874271 298 101668 2
S 86885270 298 101663 2
S 86896269 298 101664 2
S 86907269 298 101659 2
S 86918268 298 101659 2
S 86929267 298 101659 2
S 86940266 298 101658 2
S 86951266 298 101661 2
S 86962265 298 101665 2
S 86973264 298 101663 2
S 86984264 298 101662 2
S 86995263 298 101661 2
S 87006262 298 101654 2
S 87017262 298 101661 2
S 87028261 298 101662 2
S 87039260 298 101658 2
S 87050260 298 101663 2
S 87061259 298 101659 2
S 87072258 298 101661 2
S 87083258 298 101659 2
S 87094257 298 101658 2
S 87105256 298 101655 2
S 87116255 298 101661 2
S 87127255 298 101656 2
S 87138254 298 101663 2
S 87149253 298 101664 2
S 87160253 298 101656 2
S 87171252 298 101658 2
S 87182251 298 101661 2
S 87193251 298 101663 2
S 87204250 298 101658 2
S 87215249 298 101660 2
S 87226249 298 101655 2
S 87237248 298 101658 2
S 87248247 298 101661 2
S 87259247 298 101655 2
S 87270246 298 101651 2
S 87281245 298 101658 2
S 87292244 298 101665 2
S 87303244 298 101662 2
S 87314243 298 101662 2
S 87325242 298 101659 2
S 87336242 298 101661 2
S 87347241 298 101659 2
S 87358240 298 101662 2
S 87369240 298 101659 2
S 87380239 298 101658 2
S 87391238 298 101660 2
S 87402238 298 101660 2
S 87413237 298 101660 2
S 87424236 298 101658 2
S 87435236 298 101660 2
S 87446235 298 101656 2
S 87457234 298 101657 2
S 87468233 298 101655 2
S 87479233 298 101656 2
S 87490232 298 101653 2
S 87501231 298 101652 2
S 87512231 298 101661 2
S 87523230 298 101660 2
S 87534229 298 101654 2
S 87545229 298 101655 2
S 87556228 298 101658 2
S 87567227 298 101663 2
S 87578227 298 101660 2
S 87589226 298 101660 2
S 87600225 298 101656 2
S 87616224 298 101664 2
S 87627224 298 101662 2
S 87638223 298 101662 2
S 87649222 298 101664 2
S 87660221 298 101663 2
S 87671221 298 101661 2
S 87682220 298 101664 2
S 87693219 298 101665 2
S 87704219 298 101664 2
S 87715218 298 101661 2
S 87726217 298 101659 2
S 87737217 298 101658 2
S 87748216 298 101659 2
S 87759215 298 101658 2
S 87770215 298 101658 2
S 87781214 298 101660 2
S 87792213 298 101658 2
S 87803213 298 101663 2
S 87814212 298 101655 2
S 87825211 298 101657 2
S 87836210 298 101662 2
S 87847210 298 101659 2
S 87858209 298 101661 2
S 87869208 298 101661 2
S 87880208 298 101659 2
S 87891207 298 101658 2
S 87902206 298 101658 2
S 87913206 298 101655 2
S 87924205 298 101656 2
S 87935204 298 101659 2
S 87946204 298 101659 2
S 87957203 298 101660 2
S 87968202 298 101653 2
S 87979202 298 101661 2
S 87990201 298 101655 2
S 88001201 298 101658 2
S 88012199 298 101661 2
S 88023199 298 101657 2
S 88034198 298 101661 2
S 88045197 298 101661 2
S 88056197 298 101658 2
S 88067196 298 101658 2
S 88078195 298 101661 2
S 88089195 298 101655 2
S 88100194 298 101661 2
S 88111193 298 101655 2
S 88122193 298 101657 2
S 88133192 298 101658 2
S 88144191 298 101659 2
S 88155191 298 101661 2
S 88166190 298 101658 2
S 88177189 298 101660 2
S 88188188 298 101661 2
S 88199188 298 101658 2
S 88210187 298 101660 2
S 88221186 298 101658 2
S 88232186 298 101661 2
S 88243185 298 101661 2
S 88254184 298 101656 2
S 88265184 298 101658 2
S 88276183 298 101660 2
S 88287182 298 101661 2
S 88298182 298 101660 2
S 88309181 298 101661 2
S 88320180 298 101661 2
S 88331180 298 101662 2
S 88342179 298 101658 2
S 88353178 298 101663 2
S 88364177 298 101661 2
S 88375177 298 101664 2
S 88386176 298 101658 2
S 88397175 298 101663 2
S 88408175 298 101658 2
S 88419174 298 101661 2
S 88430173 298 101658 2
S 88441173 298 101658 2
S 88452172 298 101662 2
S 88463171 298 101659 2
S 88474171 298 101661 2
S 88485170 298 101657 2
S 88496169 298 101658 2
S 88507169 298 101653 2
S 88518168 298 101660 2
S 88529167 298 101658 2
S 88540166 298 101662 2
S 88551166 298 101656 2
S 88562165 298 101658 2
S 88573164 298 101658 2
S 88584164 298 101655 2
S 88595163 298 101661 2
S 88606162 298 101660 2
S 88622161 298 101663 2
S 88633161 298 101664 2
S 88644160 298 101661 2
S 88655159 298 101664 2
S 88666159 298 101655 2
S 88677158 298 101661 2
S 88688157 298 101661 2
S 88699157 298 101662 2
S 88710156 298 101663 2
S 88721155 298 101658 2
S 88732154 298 101660 2
S 88743154 298 101662 2
S 88754153 298 101661 2
S 88765152 298 101660 2
S 88776152 298 101662 2
S 88787151 298 101657 2
S 88798150 298 101659 2
S 88809150 298 101660 2
S 88820149 298 101662 2
S 88831148 298 101657 2
S 88842148 298 101661 2
S 88853147 298 101662 2
S 88864146 298 101662 2
S 88875146 298 101660 2
S 88886145 298 101660 2
S 88897144 298 101658 2
S 88908143 298 101664 2
S 88919143 298 101661 2
S 88930142 298 101658 2
S 88941141 298 101661 2
S 88952141 298 101657 2
S 88963140 298 101663 2
S 88974139 298 101657 2
S 88985139 298 101657 2
S 88996138 298 101657 2
S 89007137 298 101658 2
S 89018137 298 101657 2
S 89029136 298 101658 2
S 89040135 298 101658 2
S 89051135 298 101660 2
S 89062134 298 101658 2
S 89073133 298 101661 2
S 89084132 298 101660 2
S 89095132 298 101657 2
S 89106131 298 101661 2
S 89117130 298 101655 2
S 89128130 298 101657 2
S 89139129 298 101659 2
S 89150128 298 101664 2
S 89161128 298 101659 2
S 89172127 298 101660 2
S 89183126 298 101658 2
S 89194126 298 101656 2
S 89205125 298 101656 2
S 89216124 298 101658 2
S 89227124 298 101655 2
S 89238123 298 101654 2
S 89249122 298 101656 2
S 89260121 298 101655 2
S 89271121 298 101655 2
S 89282120 298 101656 2
S 89293119 298 101658 2
S 89304119 298 101651 2
S 89315118 298 101652 2
S 89326117 298 101662 2
S 89337117 298 101655 2
S 89348116 298 101659 2
S 89359115 298 101657 2
S 89370115 298 101653 2
S 89381114 298 101652 2
S 89392113 298 101661 2
S 89403113 298 101660 2
S 89414112 298 101661 2
S 89425111 298 101658 2
S 89436110 298 101661 2
S 89447110 298 101659 2
S 89458109 298 101660 2
S 89469108 298 101658 2
S 89480108 298 101658 2
S 89491107 298 101655 2
S 89502106 298 101654 2
S 89513106 298 101653 2
S 89524105 298 101655 2
S 89535104 298 101655 2
S 89546104 298 101660 2
S 89557103 298 101659 2
S 89568102 298 101658 2
S 89579102 298 101655 2
S 89590101 298 101661 2
S 89601100 298 101657 2
S 89612099 298 101666 2
S 89628098 298 101661 2
S 89639098 298 101662 2
S 89650097 298 101664 2
S 89661096 298 101659 2
S 89672096 298 101662 2
S 89683095 298 101662 2
S 89694094 298 101656 2
S 89705094 298 101661 2
S 89716093 298 101658 2
S 89727092 298 101661 2
S 89738092 298 101661 2
S 89749091 298 101660 2
S 89760090 298 101658 2
S 89771090 298 101658 2
S 89782089 298 101657 2
S 89793088 298 101657 2
S 89804087 298 101659 2
S 89815087 298 101657 2
S 89826086 298 101655 2
S 89837085 298 101657 2
S 89848085 298 101658 2
S 89859084 298 101661 2
S 89870083 298 101658 2
S 89881083 298 101656 2
S 89892082 298 101654 2
S 89903081 298 101661 2
S 89914081 298 101654 2
S 89925080 298 101658 2
S 89936079 298 101654 2
S 89947079 298 101658 2
S 89958078 298 101658 2
S 89969077 298 101657 2
S 89980076 298 101656 2
S 89991076 298 101661 2
S 90002076 298 101666 2
S 90013074 298 101661 2
S 90024074 298 101657 2
S 90035073 298 101663 2
S 90046072 298 101658 2
S 90057072 298 101656 2
S 90068071 298 101658 2
S 90079070 298 101654 2
S 90090070 298 101655 2
S 90101069 298 101658 2
S 90112068 298 101657 2
S 90123068 298 101656 2
S 90134067 298 101658 2
S 90145066 298 101658 2
S 90156065 298 101662 2
S 90167065 298 101654 2
S 90178064 298 101656 2
S 90189063 298 101655 2
S 90200063 298 101658 2
S 90211062 298 101652 2
S 90222061 298 101655 2
S 90233061 298 101656 2
S 90244060 298 101658 2
S 90255059 298 101655 2
S 90266059 298 101657 2
S 90277058 298 101658 2
S 90288057 298 101655 2
S 90299057 298 101655 2
S 90310056 298 101659 2
S 90321055 298 101658 2
S 90332054 298 101657 2
S 90343054 298 101659 2
S 90354053 298 101655 2
S 90365052 298 101655 2
S 90376052 298 101655 2
S 90387051 298 101658 2
S 90398050 298 101655 2
S 90409050 298 101657 2
S 90420049 298 101659 2
S 90431048 298 101658 2
S 90442048 298 101653 2
S 90453047 298 101655 2
S 90464046 298 101655 2
S 90475046 298 101654 2
S 90486045 298 101662 2
S 90497044 298 101655 2
S 90508043 298 101655 2
S 90519043 298 101658 2
S 90530042 298 101652 2
S 90541041 298 101658 2
S 90552041 298 101657 2
S 90563040 298 101652 2
S 90574039 298 101658 2
S 90585039 298 101660 2
S 90596038 298 101655 2
S 90607037 298 101660 2
S 90618037 298 101660 2
S 90634036 298 101658 2
S 90645035 298 101661 2
S 90656034 298 101652 2
S 90667034 298 101656 2
S 90678033 298 101661 2
S 90689032 298 101653 2
S 90700031 298 101657 2
S 90711031 298 101650 2
S 90722030 298 101653 2
S 90733029 298 101662 2
S 90744029 298 101655 2
S 90755028 298 101653 2
S 90766027 298 101659 2
S 90777027 298 101655 2
S 90788026 298 101660 2
S 90799025 298 101656 2
S 90810025 298 101657 2
S 90821024 298 101659 2
S 90832023 298 101659 2
S 90843023 298 101662 2
S 90854022 298 101658 2
S 90865021 298 101658 2
S 90876020 298 101655 2
S 90887020 298 101659 2
S 90898019 298 101660 2
S 90909018 298 101659 2
S 90920018 298 101661 2
S 90931017 298 101658 2
S 90942016 298 101658 2
S 90953016 298 101658 2
S 90964015 298 101658 2
S 90975014 298 101659 2
S 90986014 298 101659 2
S 90997013 298 101661 2
S 91008012 298 101654 2
S 91019012 298 101653 2
S 91030011 298 101655 2
S 91041010 298 101661 2
S 91052009 298 101655 2
S 91063009 298 101655 2
S 91074008 298 101654 2
S 91085007 298 101652 2
S 91096007 298 101657 2
S 91107006 298 101656 2
S 91118005 298 101656 2
S 91129005 298 101654 2
S 91140004 298 101654 2
S 91151003 298 101655 2
S 91162003 298 101654 2
S 91173002 298 101652 2
S 91184001 298 101658 2
S 91195001 298 101655 2
S 91206000 298 101654 2
S 91216999 298 101655 2
S 91227998 298 101660 2
S 91238998 298 101658 2
S 91249997 298 101655 2
S 91260996 298 101654 2
S 91271996 298 101652 2
S 91282995 298 101652 2
S 91293994 298 101655 2
S 91304994 298 101652 2
S 91315993 298 101660 2
S 91326992 298 101656 2
S 91337992 298 101661 2
S 91348991 298 101655 2
S 91359990 298 101657 2
S 91370990 298 101657 2
S 91381989 298 101655 2
S 91392988 298 101661 2
S 91403987 298 101652 2
S 91414987 298 101655 2
S 91425986 298 101656 2
S 91436985 298 101657 2
S 91447985 298 101653 2
S 91458984 298 101658 2
S 91469983 298 101651 2
S 91480983 298 101653 2
S 91491982 298 101659 2
S 91502981 298 101656 2
S 91513981 298 101652 2
S 91524980 298 101652 2
S 91535979 298 101654 2
S 91546979 298 101655 2
S 91557978 298 101655 2
S 91568977 298 101654 2
S 91579976 298 101655 2
S 91590976 298 101655 2
S 91601975 298 101651 2
S 91612974 298 101659 2
S 91623974 298 101647 2
S 91639973 298 101656 2
S 91650972 298 101652 2
S 91661971 298 101650 2
S 91672971 298 101655 2
S 91683970 298 101651 2
S 91694969 298 101652 2
S 91705969 298 101658 2
S 91716968 298 101654 2
S 91727967 298 101649 2
S 91738967 298 101655 2
S 91749966 298 101653 2
S 91760965 298 101657 2
S 91771964 298 101655 2
S 91782964 298 101655 2
S 91793963 298 101654 2
S 91804962 298 101652 2
S 91815962 298 101655 2
S 91826961 298 101651 2
S 91837960 298 101655 2
S 91848960 298 101653 2
S 91859959 298 101651 2
S 91870958 298 101653 2
S 91881958 298 101652 2
S 91892957 298 101653 2
S 91903956 298 101644 2
S 91914956 298 101653 2
S 91925955 298 101654 2
S 91936954 298 101649 2
S 91947953 298 101649 2
S 91958953 298 101652 2
S 91969952 298 101654 2
S 91980951 298 101653 2
S 91991951 298 101655 2
S 92002950 298 101650 2
S 92013949 298 101654 2
S 92024949 298 101660 2
S 92035948 298 101651 2
S 92046947 298 101652 2
S 92057947 298 101655 2
S 92068946 298 101652 2
S 92079945 298 101650 2
S 92090945 298 101647 2
S 92101944 298 101653 2
S 92112943 298 101657 2
S 92123942 298 101655 2
S 92134942 298 101658 2
S 92145941 298 101657 2
S 92156940 298 101652 2
S 92167940 298 101654 2
S 92178939 298 101655 2
S 92189938 298 101655 2
S 92200938 298 101654 2
S 92211937 298 101655 2
S 92222936 298 101656 2
S 92233936 298 101654 2
S 92244935 298 101655 2
S 92255934 298 101657 2
S 92266934 298 101655 2
S 92277933 298 101652 2
S 92288932 298 101657 2
S 92299931 298 101655 2
S 92310931 298 101656 2
S 92321930 298 101657 2
S 92332929 298 101655 2
S 92343929 298 101657 2
S 92354928 298 101655 2
S 92365927 298 101655 2
S 92376927 298 101649 2
S 92387926 298 101655 2
S 92398925 298 101651 2
S 92409925 298 101655 2
S 92420924 298 101649 2
S 92431923 298 101656 2
S 92442923 298 101655 2
S 92453922 298 101652 2
S 92464921 298 101657 2
S 92475920 298 101657 2
S 92486920 298 101655 2
S 92497919 298 101654 2
S 92508918 298 101655 2
S 92519918 298 101652 2
S 92530917 298 101653 2
S 92541916 298 101652 2
S 92552916 298 101652 2
S 92563915 298 101655 2
S 92574914 298 101661 2
S 92585914 298 101655 2
S 92596913 298 101657 2
S 92607912 298 101655 2
S 92618912 298 101658 2
S 92629911 298 101655 2
S 92645910 298 101661 2
S 92656909 298 101659 2
S 92667908 298 101659 2
S 92678908 298 101658 2
S 92689907 298 101652 2
S 92700906 298 101655 2
S 92711906 298 101654 2
S 92722905 298 101653 2
S 92733904 298 101654 2
S 92744904 298 101657 2
S 92755903 298 101655 2
S 92766902 298 101649 2
S 92777902 298 101651 2
S 92788901 298 101650 2
S 92799900 298 101655 2
S 92810900 298 101652 2
S 92821899 298 101655 2
S 92832898 298 101655 2
S 92843897 298 101652 2
S 92854897 298 101655 2
S 92865896 298 101655 2
S 92876895 298 101655 2
S 92887895 298 101655 2
S 92898894 298 101654 2
S 92909893 298 101655 2
S 92920893 298 101656 2
S 92931892 298 101661 2
S 92942891 298 101655 2
S 92953891 298 101660 2
S 92964890 298 101655 2
S 92975889 298 101659 2
S 92986889 298 101656 2
S 92997888 298 101657 2
S 93008887 298 101656 2
S 93019886 298 101654 2
S 93030886 298 101658 2
S 93041885 298 101655 2
S 93052884 298 101662 2
S 93063884 298 101656 2
S 93074883 298 101656 2
S 93085882 298 101656 2
S 93096882 298 101656 2
S 93107881 298 101654 2
S 93118880 298 101652 2
S 93129880 298 101658 2
S 93140879 298 101654 2
S 93151878 298 101664 2
S 93162878 298 101658 2
S 93173877 298 101661 2
S 93184876 298 101654 2
S 93195875 298 101658 2
S 93206875 298 101661 2
S 93217874 298 101658 2
S 93228873 298 101657 2
S 93239873 298 101660 2
S 93250872 298 101660 2
S 93261871 298 101656 2
S 93272871 298 101657 2
S 93283870 298 101658 2
S 93294869 298 101658 2
S 93305869 298 101659 2
S 93316868 298 101655 2
S 93327867 298 101656 2
S 93338867 298 101658 2
S 93349866 298 101658 2
S 93360865 298 101658 2
S 93371864 298 101658 2
S 93382864 298 101658 2
S 93393863 298 101661 2
S 93404862 298 101657 2
S 93415862 298 101659 2
S 93426861 298 101661 2
S 93437860 298 101662 2
S 93448860 298 101664 2
S 93459859 298 101664 2
S 93470858 298 101663 2
S 93481858 298 101659 2
S 93492857 298 101661 2
S 93503856 298 101659 2
S 93514856 298 101666 2
S 93525855 298 101662 2
S 93536854 298 101664 2
S 93547853 298 101661 2
S 93558853 298 101664 2
S 93569852 298 101661 2
S 93580851 298 101655 2
S 93591851 298 101658 2
S 93602850 298 101661 2
S 93613849 298 101661 2
S 93624849 298 101658 2
S 93635848 298 101658 2
S 93651847 298 101663 2
S 93662846 298 101664 2
S 93673846 298 101663 2
S 93684845 298 101663 2
S 93695844 298 101664 2
S 93706844 298 101657 2
S 93717843 298 101661 2
S 93728842 298 101658 2
S 93739841 298 101653 2
S 93750841 298 101664 2
S 93761840 298 101661 2
S 93772839 298 101658 2
S 93783839 298 101658 2
S 93794838 298 101657 2
S 93805837 298 101658 2
S 93816837 298 101658 2
S 93827836 298 101661 2
S 93838835 298 101663 2
S 93849835 298 101658 2
S 93860834 298 101658 2
S 93871833 298 101664 2
S 93882833 298 101661 2
S 93893832 298 101661 2
S 93904831 298 101660 2
S 93915830 298 101657 2
S 93926830 298 101658 2
S 93937829 298 101659 2
S 93948828 298 101655 2
S 93959828 298 101656 2
S 93970827 298 101657 2
S 93981826 298 101660 2
S 93992826 298 101662 2
S 94003825 298 101656 2
S 94014824 298 101662 2
S 94025824 298 101661 2
S 94036823 298 101659 2
S 94047822 298 101660 2
S 94058822 298 101660 2
S 94069821 298 101657 2
S 94080820 298 101655 2
S 94091819 298 101656 2
S 94102819 298 101659 2
S 94113818 298 101659 2
S 94124817 298 101658 2
S 94135817 298 101662 2
S 94146816 298 101662 2
S 94157815 298 101659 2
S 94168815 298 101659 2
S 94179814 298 101663 2
S 94190813 298 101659 2
S 94201813 298 101662 2
S 94212812 298 101658 2
S 94223811 298 101658 2
S 94234811 298 101661 2
S 94245810 298 101654 2
S 94256809 298 101655 2
S 94267808 298 101653 2
S 94278808 298 101661 2
S 94289807 298 101656 2
S 94300806 298 101658 2
S 94311806 298 101656 2
S 94322805 298 101663 2
S 94333804 298 101662 2
S 94344804 298 101664 2
S 94355803 298 101660 2
S 94366802 298 101658 2
S 94377802 298 101655 2
S 94388801 298 101657 2
S 94399800 298 101657 2
S 94410800 298 101655 2
S 94421799 298 101661 2
S 94432798 298 101655 2
S 94443797 298 101661 2
S 94454797 298 101664 2
S 94465796 298 101661 2
S 94476795 298 101664 2
S 94487795 298 101658 2
S 94498794 298 101660 2
S 94509793 298 101662 2
S 94520793 298 101661 2
S 94531792 298 101658 2
S 94542791 298 101662 2
S 94553791 298 101665 2
S 94564790 298 101661 2
S 94575789 298 101657 2
S 94586789 298 101654 2
S 94597788 298 101656 2
S 94608787 298 101663 2
S 94619786 298 101658 2
S 94630786 298 101662 2
S 94641785 298 101664 2
S 94657784 298 101656 2
S 94668783 298 101659 2
S 94679783 298 101659 2
S 94690782 298 101661 2
S 94701781 298 101661 2
S 94712781 298 101654 2
S 94723780 298 101654 2
S 94734779 298 101652 2
